episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
520,1.0,3.1999649119750475,0.6830203910308631,0.14828172320229688,-21.979758569050837,2.9402749039501694,[-21.979758569050837 2.9402749039501694],0.0,False,True,0.7918605791262051,1,17.709159380834848,2159.242,prepare,0.0,0
520,2.0,3.19981479646516,0.683003667218777,0.15187590652459607,-8.610156175088143,1.6866296478906784,[-8.610156175088143 1.6866296478906784],2.23780064510825,False,True,0.7910126098277102,1,17.709159380834848,2159.307,in_progress,0.0,0
520,3.0,3.210142988328419,0.6824646773552229,0.011125851460232854,11.677764301280213,4.0,[11.677764301280213 4.0],2.6932031419979983,False,True,0.8493300828967223,1,17.709159380834848,2159.373,in_progress,0.0,0
520,4.0,3.2325254681583924,0.6822355290245598,0.02023092742897463,-10.885049913198554,1.805011899769054,[-10.885049913198554 1.805011899769054],2.243913184777618,False,True,0.975717237708498,1,17.709159380834848,2159.44,in_progress,0.0,0
520,5.0,3.2733447574342645,0.6792963160607464,-0.6890592263792384,-30.0,2.9393536950566457,[-30.0 2.9393536950566457],2.490723404304375,False,True,1.2061897271340956,1,17.709159380834848,2159.514,in_progress,0.0,0
520,6.0,3.3235595217473093,0.663427821297937,-4.45803153715513,-15.085727092252997,4.0,[-15.085727092252997 4.0],2.5340818886142706,False,True,1.48960467811497,2,17.709159380834848,2159.572,in_progress,0.0,0
520,7.0,3.381148024826331,0.6348482132033548,-10.097402854730984,-30.0,1.9223740027795275,[-30.0 1.9223740027795275],1.749263300725352,False,True,1.8148978668850833,2,17.709159380834848,2159.645,in_progress,0.0,0
520,8.0,3.4435279744894736,0.5891485268262928,-17.770032866790576,19.043343569368346,1.333791112538433,[19.043343569368346 1.333791112538433],1.2886325708238469,False,True,2.1670792448404836,3,17.709159380834848,2159.704,in_progress,0.0,0
520,9.0,3.5125359487236714,0.5367076966695847,-24.53318533162361,30.0,2.682705214655237,[30.0 2.682705214655237],1.0731645473389149,False,True,2.5565603719094945,3,17.709159380834848,2159.777,in_progress,0.0,0
520,10.0,3.586051628198871,0.4978517085594317,-25.89006510046026,30.0,2.0251894313357535,[30.0 2.0251894313357535],0.9579768939053381,False,True,2.9716015390590265,4,17.709159380834848,2159.844,in_progress,0.0,0
520,11.0,3.682734073464428,0.46890403459390617,-22.46848552145318,2.477757656676893,4.0,[2.477757656676893 4.0],1.318069384728893,False,True,3.517509339703036,4,17.709159380834848,2159.911,in_progress,0.0,0
520,12.0,3.787708917593996,0.4440433815302198,-18.944958913804815,-7.3655553135498195,2.1919663161693252,[-7.3655553135498195 2.1919663161693252],1.202077870191219,False,True,4.110228302494528,5,17.709159380834848,2159.98,in_progress,0.0,0
520,13.0,3.903041848018797,0.40343978509286593,-19.28661474806958,14.531112068255062,3.695169624194341,[14.531112068255062 3.695169624194341],1.3854477897365745,False,True,4.761444951975681,6,17.709159380834848,2160.048,in_progress,0.0,0
520,14.0,4.0414748265250555,0.3529078408478128,-19.5924943644282,30.0,1.0,[30.0 1.0],0.0,False,False,5.54304910123073,7,17.709159380834848,2160.102,in_progress,0.0,0
520,15.0,4.153886566146548,0.33126551023223255,-15.223982132254273,17.635129732897937,2.8282670242633596,[17.635129732897937 2.8282670242633596],0.0,False,False,6.177760217577075,7,17.709159380834848,2160.182,in_progress,0.0,0
520,16.0,4.299408834844511,0.31529457953169904,-9.27165304723679,30.0,1.8041252024101293,[30.0 1.8041252024101293],0.0,False,False,6.999450536711013,8,17.709159380834848,2160.242,in_progress,0.0,0
520,17.0,4.433602613652611,0.31320537344446386,-4.798859774366212,21.165520581226204,1.8619596844154722,[21.165520581226204 1.8619596844154722],0.0,False,False,7.757219387851105,9,17.709159380834848,2160.317,in_progress,0.0,0
520,18.0,4.5866891528813305,0.3222547398472458,-0.4569834556433386,30.0,1.405870986299921,[30.0 1.405870986299921],0.0,False,False,8.621661494621497,10,17.709159380834848,2160.377,in_progress,0.0,0
520,19.0,4.695631409766668,0.33570604099123325,2.665157103374894,30.0,1.9634837340053048,[30.0 1.9634837340053048],0.0,False,False,9.236864008069274,11,17.709159380834848,2160.45,in_progress,0.0,0
520,20.0,4.820119186758875,0.3641163415208028,7.397913540205371,-10.832705138274477,1.0,[-10.832705138274477 1.0],0.0,False,False,9.939849033009269,12,17.709159380834848,2160.508,in_progress,0.0,0
520,21.0,4.9273921670026475,0.39584218664372245,11.391853746301459,22.625693997457496,1.997927712253852,[22.625693997457496 1.997927712253852],0.0,False,False,10.545659674334805,12,17.709159380834848,2160.567,in_progress,0.0,0
520,22.0,5.01965796572318,0.4235011449768101,13.435755006193189,30.0,3.4224798309572426,[30.0 3.4224798309572426],0.0,False,False,11.066780168127961,13,17.709159380834848,2160.636,in_progress,0.0,0
520,23.0,5.151116545884777,0.4750750964272274,17.682805075398832,29.656600890296218,2.5866844664483724,[29.656600890296218 2.5866844664483724],1.4856885992458173,False,True,11.809202437811404,14,17.709159380834848,2160.706,in_progress,0.0,0
520,24.0,5.268965222890007,0.5418892555998718,23.37806511305974,-28.146292057555645,2.2398177128894536,[-28.146292057555645 2.2398177128894536],1.2325050450002246,False,True,12.474843108967356,15,17.709159380834848,2160.768,in_progress,0.0,0
520,25.0,5.374316567182878,0.6029379075516867,26.875947306238494,-30.0,3.70039388454818,[-30.0 3.70039388454818],1.3615453148538617,False,True,13.069777425009718,15,17.709159380834848,2160.847,in_progress,0.0,0
520,26.0,5.514916194828248,0.6655752070099001,25.390528195432463,-2.395928979278107,1.7166503807831648,[-2.395928979278107 1.7166503807831648],1.1555348807409902,False,True,13.863766684113832,16,17.709159380834848,2160.907,in_progress,0.0,0
