episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
220,1.0,3.199791716155632,0.6830054738627218,0.13860411081629392,30.0,2.895894399535896,[30.0 2.895894399535896],0.0,False,True,0.790882313340252,1,17.709159380834848,577.62,prepare,0.0,0
220,2.0,3.1997327938476943,0.6831032114197834,0.18326595495146542,-10.064534628876448,2.9433080238861544,[-10.064534628876448 2.9433080238861544],2.4472991854166475,False,True,0.7905513581379274,1,17.709159380834848,577.674,in_progress,0.0,0
220,3.0,3.2086847081098355,0.6835173096328655,0.27661126498920263,5.960092710935726,3.01022030019454,[5.960092710935726 3.01022030019454],2.4574910063715816,False,True,0.8411082073142978,1,17.709159380834848,577.748,in_progress,0.0,0
220,4.0,3.2304270324702706,0.6841473190279346,0.3777825583332043,-28.769577514119064,2.3972034321124416,[-28.769577514119064 2.3972034321124416],2.315780918610544,False,True,0.9638843461388295,1,17.709159380834848,577.816,in_progress,0.0,0
220,5.0,3.2667133624468105,0.6776010338518457,-1.2450266900146716,30.0,3.0632833916951885,[30.0 3.0632833916951885],2.5474998128827804,False,True,1.168728980847405,1,17.709159380834848,577.89,in_progress,0.0,0
220,6.0,3.3192879220234315,0.6678606799556784,-3.191812919789539,-20.60890111473121,3.544885547533195,[-20.60890111473121 3.544885547533195],2.517201761430544,False,True,1.4655221883105152,2,17.709159380834848,577.957,in_progress,0.0,0
220,7.0,3.3755633043877,0.6658562359954362,-3.034541706739307,30.0,4.0,[30.0 4.0],2.626486903353376,False,True,1.7834064857697185,2,17.709159380834848,578.019,in_progress,0.0,0
220,8.0,3.439478956377208,0.665101353809671,-2.456173498116319,-27.368104564661806,2.301285631327017,[-27.368104564661806 2.301285631327017],2.263185080433463,False,True,2.144324004086075,3,17.709159380834848,578.086,in_progress,0.0,0
220,9.0,3.519254734986441,0.6667870882038258,-0.6925281205223656,-5.866431402966818,4.0,[-5.866431402966818 4.0],2.761336543458677,False,True,2.5947905707308805,3,17.709159380834848,578.155,in_progress,0.0,0
220,10.0,3.601548600436011,0.6538725522418151,-3.177060168916495,-7.768944031414495,4.0,[-7.768944031414495 4.0],2.562179669406909,False,True,3.05945830611686,4,17.709159380834848,578.219,in_progress,0.0,0
220,11.0,3.6982869642350966,0.6330881489471076,-6.6618641262594815,-30.0,4.0,[-30.0 4.0],2.2985553374585574,False,True,3.6056798097212988,4,17.709159380834848,578.282,in_progress,0.0,0
220,12.0,3.8105864657856308,0.5967566725836163,-11.781094039115331,5.657237805650624,2.862008507493428,[5.657237805650624 2.862008507493428],1.6863981708364373,False,True,4.23974807857606,5,17.709159380834848,578.352,in_progress,0.0,0
220,13.0,3.92913741984302,0.5500784299805576,-16.72116860822049,30.0,3.686009991903189,[30.0 3.686009991903189],1.5028385151186412,False,True,4.909089333983921,6,17.709159380834848,578.42,in_progress,0.0,0
220,14.0,4.062947650391749,0.5162970160233008,-15.416612426162796,30.0,1.0,[30.0 1.0],1.2720328070673323,False,True,5.664622306681853,7,17.709159380834848,578.479,in_progress,0.0,0
220,15.0,4.19302589264244,0.4958496734010924,-12.184877598642249,30.0,1.0,[30.0 1.0],1.3734563920807672,False,True,6.399100715781596,8,17.709159380834848,578.544,in_progress,0.0,0
220,16.0,4.313479819672576,0.48528001437134777,-9.087727970772425,30.0,1.222664358404714,[30.0 1.222664358404714],1.491268247345382,False,True,7.079251668706153,8,17.709159380834848,578.624,in_progress,0.0,0
220,17.0,4.428836266344962,0.48260782364349547,-5.773767029752544,24.752714491047108,3.179304062535781,[24.752714491047108 3.179304062535781],1.8263070031257596,False,True,7.730644974961944,9,17.709159380834848,578.683,in_progress,0.0,0
220,18.0,4.517926115366592,0.49022079335783697,-2.1492701721908873,-0.5899463825214966,3.2225713850956037,[-0.5899463825214966 3.2225713850956037],1.9601806897876075,False,True,8.233732381600847,10,17.709159380834848,578.749,in_progress,0.0,0
220,19.0,4.6328040692834636,0.5037997286301336,1.6092759476856147,-7.32420282307746,3.4931212504952787,[-7.32420282307746 3.4931212504952787],2.147037613078594,False,True,8.882439773749882,11,17.709159380834848,578.817,in_progress,0.0,0
220,20.0,4.782808668705565,0.5200170578905401,3.9587432715996247,30.0,2.264809868104793,[30.0 2.264809868104793],1.9246743874170869,False,True,9.72950282581963,12,17.709159380834848,578.889,in_progress,0.0,0
220,21.0,4.921899660474825,0.5452262550749599,7.137483872222807,30.0,4.0,[30.0 4.0],2.1816601543125005,False,True,10.51497262660389,12,17.709159380834848,578.945,in_progress,0.0,0
220,22.0,5.038040502655941,0.5828656503514441,12.236657869018162,30.0,2.8618467264168506,[30.0 2.8618467264168506],1.7394340633875265,False,True,11.170899647669017,13,17.709159380834848,579.014,in_progress,0.0,0
220,23.0,5.186597899969527,0.6576759530225076,21.932384201968244,-9.807180612429338,3.041104348859683,[-9.807180612429338 3.041104348859683],1.464252030461307,False,True,12.009929151352381,14,17.709159380834848,579.09,in_progress,0.0,0
220,24.0,5.340139349699926,0.7356517985010798,27.047511972453833,-30.0,1.5402244048785962,[-30.0 1.5402244048785962],1.265785846961722,False,True,12.87712198939941,15,17.709159380834848,579.165,in_progress,0.0,0
220,25.0,5.5092769570024975,0.8014089439985014,25.416201789996208,-30.0,2.859031928623173,[-30.0 2.859031928623173],1.5817688007101263,False,True,13.83304671234945,16,17.709159380834848,579.221,in_progress,0.0,0
