episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
480,1.0,3.1999575592633893,0.6828869104043414,0.08976550836292095,-30.0,3.7643750896265726,[-30.0 3.7643750896265726],0.0,False,True,0.7918166491829014,1,17.709159380834848,1880.951,prepare,0.0,0
480,2.0,3.1997327938477964,0.6831032114197837,0.18326595495146542,-19.905017297785918,1.538304147178457,[-19.905017297785918 1.538304147178457],2.2363431423796936,False,True,0.7905513581379269,1,17.709159380834848,1881.037,in_progress,0.0,0
480,3.0,3.2116742341063604,0.680782878282211,-0.34118512533266593,-30.0,3.4028750039439775,[-30.0 3.4028750039439775],2.577841629178377,False,True,0.857962161607029,1,17.709159380834848,1881.09,in_progress,0.0,0
480,4.0,3.231683946162863,0.672942811787452,-2.244779656426619,-4.807411932078804,4.0,[-4.807411932078804 4.0],2.752941412551359,False,True,0.9708849850965982,1,17.709159380834848,1881.169,in_progress,0.0,0
480,5.0,3.272482010187423,0.6563258651490426,-5.826912718469997,30.0,3.3611778542606308,[30.0 3.3611778542606308],2.4174226092097513,False,True,1.2011193464231797,1,17.709159380834848,1881.232,in_progress,0.0,0
480,6.0,3.327752889045819,0.6538950032191283,-5.09393472959255,-6.834219265314399,4.0,[-6.834219265314399 4.0],2.463808883456286,False,True,1.5132013057586382,2,17.709159380834848,1881.307,in_progress,0.0,0
480,7.0,3.3996440519636035,0.6522968212933846,-4.218223951574368,6.136961110595607,3.485065853487225,[6.136961110595607 3.485065853487225],2.397244880212269,False,True,1.9193661245068283,2,17.709159380834848,1881.365,in_progress,0.0,0
480,8.0,3.4820672415815763,0.6465771348510054,-4.172544570163003,30.0,2.874180146311723,[30.0 2.874180146311723],2.240208288406185,False,True,2.3847848103904656,3,17.709159380834848,1881.431,in_progress,0.0,0
480,9.0,3.5678899022059354,0.651595390993104,-1.7539443594494106,3.044920981868408,4.0,[3.044920981868408 4.0],2.6427481580098284,False,True,2.869389451085056,3,17.709159380834848,1881.5,in_progress,0.0,0
480,10.0,3.6845624072209544,0.6650065031308756,1.5595150584535016,-28.196524618750068,1.0,[-28.196524618750068 1.0],2.2280122927138337,False,True,3.5282474080006496,4,17.709159380834848,1881.568,in_progress,0.0,0
480,11.0,3.7929266406555637,0.6700954563381686,3.2212200749611886,-30.0,1.0,[-30.0 1.0],2.1947962813452553,False,True,4.140168761213638,5,17.709159380834848,1881.623,in_progress,0.0,0
480,12.0,3.885540908895455,0.6629753159521643,0.6017305563579264,-12.049594000363324,4.0,[-12.049594000363324 4.0],2.7612387192558394,False,True,4.6631305289292175,6,17.709159380834848,1881.701,in_progress,0.0,0
480,13.0,3.9814188471545453,0.6471717503103293,-2.9383804454079074,15.561291117677179,2.8070745029763677,[15.561291117677179 2.8070745029763677],2.237257709183221,False,True,5.204502638242222,6,17.709159380834848,1881.757,in_progress,0.0,0
480,14.0,4.07271556126431,0.6323885934420446,-5.153813100018494,-3.857307206676964,4.0,[-3.857307206676964 4.0],2.2948231864010875,False,True,5.720007469248194,7,17.709159380834848,1881.836,in_progress,0.0,0
480,15.0,4.205023082477191,0.6167203717378062,-6.085097944621183,30.0,1.0,[30.0 1.0],1.7491228004135295,False,True,6.467087816853104,8,17.709159380834848,1881.896,in_progress,0.0,0
480,16.0,4.3279031337817395,0.6038010554603969,-6.303592356622919,24.377595433427622,1.0,[24.377595433427622 1.0],1.6836284905360936,False,True,7.160937830736803,8,17.709159380834848,1881.965,in_progress,0.0,0
480,17.0,4.427404487305882,0.5973267975547973,-5.295158304368718,23.276985886882635,1.7337649771950503,[23.276985886882635 1.7337649771950503],1.6630134972432513,False,True,7.722790376941739,9,17.709159380834848,1882.036,in_progress,0.0,0
480,18.0,4.530515573804033,0.6028628717401514,-2.0889853436552737,7.944358885263981,1.0,[7.944358885263981 1.0],1.764594533435858,False,True,8.30504866750253,10,17.709159380834848,1882.092,in_progress,0.0,0
480,19.0,4.618883045012344,0.6179409808105172,1.8416018686418818,30.0,2.8048029900393256,[30.0 2.8048029900393256],2.1490362287823688,False,True,8.804067504190245,10,17.709159380834848,1882.163,in_progress,0.0,0
480,20.0,4.71668364696832,0.6426629603020888,6.573234435348842,-30.0,1.5182734780469633,[-30.0 1.5182734780469633],1.934687184518896,False,True,9.356374788976908,11,17.709159380834848,1882.236,in_progress,0.0,0
480,21.0,4.827889778565877,0.6778458775845219,11.701672833305715,-17.53569353503948,1.0180570951834262,[-17.53569353503948 1.0180570951834262],1.8375696912405435,False,True,9.984409439093318,12,17.709159380834848,1882.299,in_progress,0.0,0
480,22.0,4.921338081883163,0.6905478308540598,10.380933322795173,-12.66576034830062,1.0,[-12.66576034830062 1.0],1.934792989665514,False,True,10.51212059779683,12,17.709159380834848,1882.358,in_progress,0.0,0
480,23.0,5.005584133918818,0.6967733121149515,8.403682007810925,-10.811700218998546,1.0,[-10.811700218998546 1.0],2.021840066418097,False,True,10.987854451843832,13,17.709159380834848,1882.429,in_progress,0.0,0
