episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
120,1.0,3.199938490990975,0.6831259811260629,0.19067774439324459,27.987644553108368,1.8221696279536,[27.987644553108368 1.8221696279536],0.0,False,True,0.791713293143314,1,17.709159380834848,284.469,prepare,0.0,0
120,2.0,3.1997327938476547,0.6831032114197833,0.18326595495146542,-28.484963716398823,4.0,[-28.484963716398823 4.0],2.6836117708556326,False,True,0.7905513581379262,1,17.709159380834848,284.563,in_progress,0.0,0
120,3.0,3.214705546629294,0.6856465091840551,0.8527675214089621,-11.863123309884266,2.189557737311624,[-11.863123309884266 2.189557737311624],2.2470591954311003,False,True,0.8751213998021103,1,17.709159380834848,284.617,in_progress,0.0,0
120,4.0,3.234138756895228,0.680263898823419,-0.6910701781394223,-14.311699241705107,2.886228699871902,[-14.311699241705107 2.886228699871902],2.4787293034564963,False,True,0.9848100894636409,1,17.709159380834848,284.688,in_progress,0.0,0
120,5.0,3.2741580913296757,0.6734064979111883,-2.1275267869725414,-3.7662810033675527,4.0,[-3.7662810033675527 4.0],2.759474554832749,False,True,1.2107315216461834,1,17.709159380834848,284.753,in_progress,0.0,0
120,6.0,3.328815190041109,0.6665861319416485,-3.2358366052183105,-30.0,4.0,[-30.0 4.0],2.6136161215435623,False,True,1.5193096373701744,2,17.709159380834848,284.835,in_progress,0.0,0
120,7.0,3.404540197093058,0.6463839489147593,-6.997923812724825,5.211379137140717,3.9007267365180134,[5.211379137140717 3.9007267365180134],2.3201763235454087,False,True,1.947005188514957,2,17.709159380834848,284.891,in_progress,0.0,0
120,8.0,3.471916251288811,0.62321641015914,-10.461647915240267,-5.9214755575626725,2.4979975240098042,[-5.9214755575626725 2.4979975240098042],1.7861918398766112,False,True,2.327430803157351,3,17.709159380834848,284.954,in_progress,0.0,0
120,9.0,3.5575886739867424,0.6089151334428489,-10.079408342895457,14.161212627506941,3.9754600013515136,[14.161212627506941 3.9754600013515136],2.0430478633745173,False,True,2.8111251819712018,3,17.709159380834848,285.02,in_progress,0.0,0
120,10.0,3.662739082564373,0.6011875826812699,-7.6574407893704795,8.04086131682783,2.5177377893764055,[8.04086131682783 2.5177377893764055],1.832424621765793,False,True,3.4048808875453127,4,17.709159380834848,285.088,in_progress,0.0,0
120,11.0,3.7781171618103406,0.6077280108155654,-2.925426117160847,9.836016968483989,3.7863150292323593,[9.836016968483989 3.7863150292323593],2.3300529550420697,False,True,4.056411053465061,5,17.709159380834848,285.15,in_progress,0.0,0
120,12.0,3.9151674635138636,0.6288576827536042,2.82059321250574,-7.315733065252807,4.0,[-7.315733065252807 4.0],2.522461082221633,False,True,4.830358595890755,6,17.709159380834848,285.221,in_progress,0.0,0
120,13.0,4.051857415912798,0.6517579697917899,6.153073692972626,12.017632271182677,3.715586861454066,[12.017632271182677 3.715586861454066],2.3861839513955796,False,True,5.602263799514511,7,17.709159380834848,285.274,in_progress,0.0,0
120,14.0,4.200069417510832,0.6782186772483626,8.374568980834704,-16.37074483406989,1.0,[-16.37074483406989 1.0],2.017898751600192,False,True,6.4392383235239645,8,17.709159380834848,285.356,in_progress,0.0,0
120,15.0,4.364116140201244,0.7137739772981012,11.760594329748855,19.02890425332687,2.524457945799756,[19.02890425332687 2.524457945799756],1.9512406863040943,False,True,7.36564856203859,9,17.709159380834848,285.428,in_progress,0.0,0
120,16.0,4.519743030720109,0.7444068588683375,11.688753286015036,-30.0,1.542089148216791,[-30.0 1.542089148216791],1.7850336243399472,False,True,8.244502555985738,10,17.709159380834848,285.492,in_progress,0.0,0
120,17.0,4.650355342954371,0.7780495382349706,13.17160170872014,2.585520709417814,2.982263131823025,[2.585520709417814 2.982263131823025],1.8299970761493904,False,True,8.98211742661622,11,17.709159380834848,285.556,in_progress,0.0,0
120,18.0,4.782389991547109,0.8095179843475037,13.536023072710886,-30.0,1.0,[-30.0 1.0],1.567361494012701,False,True,9.727767480738574,12,17.709159380834848,285.619,in_progress,0.0,0
